Entity,Code,Year,gdp_pc,GDP per capita (Annotations),polity_score,conflict_deaths,gdp_growth,econ_collapse,is_dictatorship,is_war
Abyei,,2011,,,,143.0,,0,0,1
Abyei,,2012,,,,0.0,,0,0,0
Abyei,,2013,,,,9.0,,0,0,0
Abyei,,2014,,,,55.0,,0,0,1
Abyei,,2015,,,,47.0,,0,0,1
Abyei,,2016,,,,43.0,,0,0,1
Abyei,,2017,,,,0.0,,0,0,0
Abyei,,2018,,,,18.0,,0,0,0
Abyei,,2019,,,,0.0,,0,0,0
Abyei,,2020,,,,46.0,,0,0,1
Abyei,,2021,,,,0.0,,0,0,0
Abyei,,2022,,,,183.0,,0,0,1
Abyei,,2023,,,,54.0,,0,0,1
Abyei,,2024,,,,91.0,,0,0,1
Abyei,,2025,,,,0.0,,0,0,0
Afghanistan,AFG,1800,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1801,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1802,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1803,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1804,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1805,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1806,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1807,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1808,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1809,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1810,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1811,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1812,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1813,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1814,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1815,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1816,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1817,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1818,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1819,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1820,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1821,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1822,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1823,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1824,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1825,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1826,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1827,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1828,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1829,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1830,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1831,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1832,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1833,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1834,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1835,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1836,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1837,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1838,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1839,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1840,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1841,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1842,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1843,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1844,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1845,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1846,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1847,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1848,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1849,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1850,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1851,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1852,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1853,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1854,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1855,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1856,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1857,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1858,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1859,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1860,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1861,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1862,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1863,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1864,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1865,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1866,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1867,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1868,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1869,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1870,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1871,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1872,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1873,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1874,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1875,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1876,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1877,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1878,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1879,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1880,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1881,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1882,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1883,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1884,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1885,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1886,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1887,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1888,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1889,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1890,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1891,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1892,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1893,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1894,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1895,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1896,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1897,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1898,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1899,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1900,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1901,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1902,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1903,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1904,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1905,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1906,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1907,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1908,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1909,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1910,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1911,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1912,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1913,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1914,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1915,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1916,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1917,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1918,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1919,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1920,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1921,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1922,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1923,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1924,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1925,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1926,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1927,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1928,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1929,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1930,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1931,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1932,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1933,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1934,,,-6.0,0.0,,0,1,0
Afghanistan,AFG,1935,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1936,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1937,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1938,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1939,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1940,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1941,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1942,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1943,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1944,,,-8.0,0.0,,0,1,0
Afghanistan,AFG,1945,,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1946,,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1947,,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1948,,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1949,,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1950,1156.0,,-10.0,0.0,,0,1,0
Afghanistan,AFG,1951,1170.0,,-10.0,0.0,0.01211072664359869,0,1,0
Afghanistan,AFG,1952,1189.0,,-10.0,0.0,0.01623931623931618,0,1,0
Afghanistan,AFG,1953,1240.0,,-10.0,0.0,0.042893187552565104,0,1,0
Afghanistan,AFG,1954,1245.0,,-10.0,0.0,0.0040322580645162365,0,1,0
Afghanistan,AFG,1955,1246.0,,-10.0,0.0,0.0008032128514057213,0,1,0
Afghanistan,AFG,1956,1278.0,,-10.0,0.0,0.025682182985553803,0,1,0
Afghanistan,AFG,1957,1253.0,,-10.0,0.0,-0.019561815336463173,0,1,0
Afghanistan,AFG,1958,1298.0,,-10.0,0.0,0.03591380686352763,0,1,0
Afghanistan,AFG,1959,1307.0,,-10.0,0.0,0.006933744221879756,0,1,0
Afghanistan,AFG,1960,1326.0,,-10.0,0.0,0.014537107880642663,0,1,0
Afghanistan,AFG,1961,1309.0,,-10.0,0.0,-0.012820512820512775,0,1,0
Afghanistan,AFG,1962,1302.0,,-10.0,0.0,-0.005347593582887722,0,1,0
Afghanistan,AFG,1963,1298.0,,-10.0,0.0,-0.003072196620583667,0,1,0
Afghanistan,AFG,1964,1291.0,,-7.0,0.0,-0.005392912172573205,0,1,0
Afghanistan,AFG,1965,1290.0,,-7.0,0.0,-0.0007745933384972759,0,1,0
Afghanistan,AFG,1966,1272.0,,-7.0,0.0,-0.013953488372092981,0,1,0
Afghanistan,AFG,1967,1277.0,,-7.0,0.0,0.0039308176100629755,0,1,0
Afghanistan,AFG,1968,1290.0,,-7.0,0.0,0.010180109631949819,0,1,0
Afghanistan,AFG,1969,1278.0,,-7.0,0.0,-0.009302325581395321,0,1,0
Afghanistan,AFG,1970,1272.0,,-7.0,0.0,-0.0046948356807511304,0,1,0
Afghanistan,AFG,1971,1237.0,,-7.0,0.0,-0.027515723270440273,0,1,0
Afghanistan,AFG,1972,1007.0,,-7.0,0.0,-0.1859337105901374,1,1,0
Afghanistan,AFG,1973,1011.0,,-7.0,0.0,0.003972194637537285,0,1,0
Afghanistan,AFG,1974,1039.0,,-7.0,0.0,0.027695351137487556,0,1,0
Afghanistan,AFG,1975,1074.0,,-7.0,0.0,0.03368623676612126,0,1,0
Afghanistan,AFG,1976,1105.0,,-7.0,0.0,0.028864059590316682,0,1,0
Afghanistan,AFG,1977,1022.0,,-7.0,0.0,-0.07511312217194566,1,1,0
Afghanistan,AFG,1978,1070.0,,0.0,0.0,0.046966731898238745,0,0,0
Afghanistan,AFG,1979,1023.0,,,0.0,-0.043925233644859785,0,0,0
Afghanistan,AFG,1980,1019.0,,,0.0,-0.003910068426197455,0,0,0
Afghanistan,AFG,1981,1144.0,,,0.0,0.12266928361138363,0,0,0
Afghanistan,AFG,1982,1270.0,,,0.0,0.11013986013986021,0,0,0
Afghanistan,AFG,1983,1347.0,,,0.0,0.060629921259842456,0,0,0
Afghanistan,AFG,1984,1337.0,,,0.0,-0.007423904974016349,0,0,0
Afghanistan,AFG,1985,1304.0,,,0.0,-0.024682124158563967,0,0,0
Afghanistan,AFG,1986,1344.0,,,0.0,0.030674846625766916,0,0,0
Afghanistan,AFG,1987,1211.0,,,0.0,-0.09895833333333337,1,0,0
Afghanistan,AFG,1988,1101.0,,,0.0,-0.09083402146985964,1,0,0
Afghanistan,AFG,1989,999.0,,-8.0,5411.0,-0.0926430517711172,1,1,1
Afghanistan,AFG,1990,963.0,,-8.0,1514.0,-0.036036036036036,0,1,1
Afghanistan,AFG,1991,881.1704,,-8.0,3553.0,-0.0849736240913811,1,1,1
Afghanistan,AFG,1992,843.87537,,0.0,4366.0,-0.042324424424606155,0,0,1
Afghanistan,AFG,1993,578.4028,,0.0,4097.0,-0.3145874135418836,1,0,1
Afghanistan,AFG,1994,428.42456,,0.0,9055.0,-0.25929722331911254,1,0,1
Afghanistan,AFG,1995,632.94037,,0.0,5610.0,0.4773671472055665,0,0,1
Afghanistan,AFG,1996,600.1753,,-7.0,3574.0,-0.05176644049422863,1,1,1
Afghanistan,AFG,1997,570.59814,,-7.0,6719.0,-0.04928086843960433,0,1,1
Afghanistan,AFG,1998,545.03876,,-7.0,12158.0,-0.044794012122086335,0,1,1
Afghanistan,AFG,1999,518.65784,,-7.0,5065.0,-0.048401915489459935,0,1,1
Afghanistan,AFG,2000,502.37274,,-7.0,5387.0,-0.03139854205230941,0,1,1
Afghanistan,AFG,2001,489.682,,,5553.0,-0.025261601574958048,0,0,1
Afghanistan,AFG,2002,796.8166,,,1136.0,0.6272123541400336,0,0,1
Afghanistan,AFG,2003,842.8052,,,929.0,0.05771541406140379,0,0,1
Afghanistan,AFG,2004,869.03925,,,810.0,0.031127062338960343,0,0,1
Afghanistan,AFG,2005,964.4081,,,1709.0,0.10974055544671879,0,0,1
Afghanistan,AFG,2006,1057.0966,,,4984.0,0.09610920936893841,0,0,1
Afghanistan,AFG,2007,1259.9967,,,7021.0,0.191940925739426,0,0,1
Afghanistan,AFG,2008,1319.6074,,,5660.0,0.047310203272754814,0,0,1
Afghanistan,AFG,2009,1557.3207,,,6518.0,0.18013941116122867,0,0,1
Afghanistan,AFG,2010,1627.6716,,,7190.0,0.04517431765981139,0,0,1
Afghanistan,AFG,2011,1792.0,,,7563.0,0.1009591861159218,0,0,1
Afghanistan,AFG,2012,1945.0,,,7764.0,0.08537946428571419,0,0,1
Afghanistan,AFG,2013,2025.0,,,8130.0,0.041131105398457546,0,0,1
Afghanistan,AFG,2014,2022.0,,-1.0,12565.0,-0.001481481481481528,0,0,1
Afghanistan,AFG,2015,1928.0,,-1.0,18016.0,-0.04648862512363994,0,0,1
Afghanistan,AFG,2016,1931.2438,,-1.0,18991.0,0.0016824688796679421,0,0,1
Afghanistan,AFG,2017,1909.733,,-1.0,19766.0,-0.011138314075105349,0,0,1
Afghanistan,AFG,2018,1888.814,,-1.0,26849.0,-0.01095388727115254,0,0,1
Afghanistan,AFG,2019,2031.7373,,,30434.0,0.07566827649519747,0,0,1
Afghanistan,AFG,2020,1928.4547,,,20836.0,-0.05083462315723597,1,0,1
Afghanistan,AFG,2021,1485.547,,,36375.0,-0.2296697454184431,1,0,1
Afghanistan,AFG,2022,1357.9878,,,1577.0,-0.08586682212006747,1,0,1
Afghanistan,AFG,2023,,,,345.0,,0,0,1
Afghanistan,AFG,2024,,,,361.0,,0,0,1
Afghanistan,AFG,2025,,,,326.0,,0,0,1
Africa,,1800,,,-6.0,0.0,,0,1,0
Africa,,1801,,,-6.0,0.0,,0,1,0
Africa,,1802,,,-6.0,0.0,,0,1,0
Africa,,1803,,,-6.0,0.0,,0,1,0
Africa,,1804,,,-6.0,0.0,,0,1,0
Africa,,1805,,,-6.0,0.0,,0,1,0
Africa,,1806,,,-6.0,0.0,,0,1,0
Africa,,1807,,,-6.0,0.0,,0,1,0
Africa,,1808,,,-6.0,0.0,,0,1,0
Africa,,1809,,,-6.0,0.0,,0,1,0
Africa,,1810,,,-6.0,0.0,,0,1,0
Africa,,1811,,,-6.0,0.0,,0,1,0
Africa,,1812,,,-6.0,0.0,,0,1,0
Africa,,1813,,,-6.0,0.0,,0,1,0
Africa,,1814,,,-6.0,0.0,,0,1,0
Africa,,1815,,,-6.0,0.0,,0,1,0
Africa,,1816,,,-6.0,0.0,,0,1,0
Africa,,1817,,,-6.0,0.0,,0,1,0
Africa,,1818,,,-6.0,0.0,,0,1,0
Africa,,1819,,,-6.0,0.0,,0,1,0
Africa,,1820,,,-6.0,0.0,,0,1,0
Africa,,1821,,,-6.0,0.0,,0,1,0
Africa,,1822,,,-6.0,0.0,,0,1,0
Africa,,1823,,,-6.0,0.0,,0,1,0
Africa,,1824,,,-6.0,0.0,,0,1,0
Africa,,1825,,,-6.0,0.0,,0,1,0
Africa,,1826,,,-6.0,0.0,,0,1,0
Africa,,1827,,,-6.0,0.0,,0,1,0
Africa,,1828,,,-6.0,0.0,,0,1,0
Africa,,1829,,,-6.0,0.0,,0,1,0
Africa,,1830,,,-6.0,0.0,,0,1,0
Africa,,1831,,,-6.0,0.0,,0,1,0
Africa,,1832,,,-6.0,0.0,,0,1,0
Africa,,1833,,,-6.0,0.0,,0,1,0
Africa,,1834,,,-6.0,0.0,,0,1,0
Africa,,1835,,,-6.0,0.0,,0,1,0
Africa,,1836,,,-6.0,0.0,,0,1,0
Africa,,1837,,,-6.0,0.0,,0,1,0
Africa,,1838,,,-6.0,0.0,,0,1,0
Africa,,1839,,,-6.0,0.0,,0,1,0
Africa,,1840,,,-6.0,0.0,,0,1,0
Africa,,1841,,,-6.0,0.0,,0,1,0
Africa,,1842,,,-6.0,0.0,,0,1,0
Africa,,1843,,,-6.0,0.0,,0,1,0
Africa,,1844,,,-6.0,0.0,,0,1,0
Africa,,1845,,,-6.0,0.0,,0,1,0
Africa,,1846,,,-6.0,0.0,,0,1,0
Africa,,1847,,,-1.0,0.0,,0,0,0
Africa,,1848,,,-1.0,0.0,,0,0,0
Africa,,1849,,,-1.0,0.0,,0,0,0
Africa,,1850,,,-1.0,0.0,,0,0,0
Africa,,1851,,,-1.0,0.0,,0,0,0
Africa,,1852,,,-1.0,0.0,,0,0,0
Africa,,1853,,,-1.0,0.0,,0,0,0
Africa,,1854,,,0.6666667,0.0,,0,0,0
Africa,,1855,,,1.5,0.0,,0,0,0
Africa,,1856,,,1.5,0.0,,0,0,0
Africa,,1857,,,1.5,0.0,,0,0,0
Africa,,1858,,,1.5,0.0,,0,0,0
Africa,,1859,,,1.5,0.0,,0,0,0
Africa,,1860,,,1.5,0.0,,0,0,0
Africa,,1861,,,1.5,0.0,,0,0,0
Africa,,1862,,,1.5,0.0,,0,0,0
Africa,,1863,,,1.5,0.0,,0,0,0
Africa,,1864,,,1.5,0.0,,0,0,0
Africa,,1865,,,1.5,0.0,,0,0,0
Africa,,1866,,,1.5,0.0,,0,0,0
Africa,,1867,,,1.5,0.0,,0,0,0
Africa,,1868,,,1.5,0.0,,0,0,0
Africa,,1869,,,1.5,0.0,,0,0,0
Africa,,1870,,,1.5,0.0,,0,0,0
Africa,,1871,,,1.5,0.0,,0,0,0
Africa,,1872,,,1.5,0.0,,0,0,0
Africa,,1873,,,1.5,0.0,,0,0,0
Africa,,1874,,,1.5,0.0,,0,0,0
Africa,,1875,,,1.5,0.0,,0,0,0
Africa,,1876,,,1.5,0.0,,0,0,0
Africa,,1877,,,1.5,0.0,,0,0,0
Africa,,1878,,,1.5,0.0,,0,0,0
Africa,,1879,,,1.5,0.0,,0,0,0
Africa,,1880,,,1.5,0.0,,0,0,0
Africa,,1881,,,1.5,0.0,,0,0,0
Africa,,1882,,,1.5,0.0,,0,0,0
Africa,,1883,,,1.5,0.0,,0,0,0
Africa,,1884,,,-0.25,0.0,,0,0,0
Africa,,1885,,,-0.25,0.0,,0,0,0
Africa,,1886,,,-0.25,0.0,,0,0,0
Africa,,1887,,,-0.25,0.0,,0,0,0
Africa,,1888,,,-0.25,0.0,,0,0,0
Africa,,1889,,,-0.25,0.0,,0,0,0
Africa,,1890,,,-0.5,0.0,,0,0,0
Africa,,1891,,,-0.5,0.0,,0,0,0
Africa,,1892,,,-0.5,0.0,,0,0,0
Africa,,1893,,,-0.5,0.0,,0,0,0
Africa,,1894,,,-0.5,0.0,,0,0,0
Africa,,1895,,,-0.5,0.0,,0,0,0
Africa,,1896,,,-0.5,0.0,,0,0,0
Africa,,1897,,,-0.5,0.0,,0,0,0
Africa,,1898,,,-0.5,0.0,,0,0,0
Africa,,1899,,,-0.5,0.0,,0,0,0
Africa,,1900,,,-0.5,0.0,,0,0,0
Africa,,1901,,,-0.5,0.0,,0,0,0
Africa,,1902,,,-0.5,0.0,,0,0,0
Africa,,1903,,,-2.0,0.0,,0,0,0
Africa,,1904,,,-2.0,0.0,,0,0,0
Africa,,1905,,,-2.0,0.0,,0,0,0
Africa,,1906,,,-2.0,0.0,,0,0,0
Africa,,1907,,,-2.0,0.0,,0,0,0
Africa,,1908,,,-2.0,0.0,,0,0,0
Africa,,1909,,,-2.6666667,0.0,,0,0,0
Africa,,1910,,,-1.0,0.0,,0,0,0
Africa,,1911,,,-1.0,0.0,,0,0,0
Africa,,1912,,,-1.0,0.0,,0,0,0
Africa,,1913,,,0.6666667,0.0,,0,0,0
Africa,,1914,,,0.6666667,0.0,,0,0,0
Africa,,1915,,,0.6666667,0.0,,0,0,0
Africa,,1916,,,0.6666667,0.0,,0,0,0
Africa,,1917,,,0.6666667,0.0,,0,0,0
Africa,,1918,,,0.6666667,0.0,,0,0,0
Africa,,1919,,,0.6666667,0.0,,0,0,0
Africa,,1920,,,0.6666667,0.0,,0,0,0
Africa,,1921,,,0.6666667,0.0,,0,0,0
Africa,,1922,,,1.5,0.0,,0,0,0
Africa,,1923,,,1.5,0.0,,0,0,0
Africa,,1924,,,1.5,0.0,,0,0,0
Africa,,1925,,,1.5,0.0,,0,0,0
Africa,,1926,,,1.5,0.0,,0,0,0
Africa,,1927,,,1.5,0.0,,0,0,0
Africa,,1928,,,0.75,0.0,,0,0,0
Africa,,1929,,,-0.25,0.0,,0,0,0
Africa,,1930,,,-3.25,0.0,,0,0,0
Africa,,1931,,,-3.25,0.0,,0,0,0
Africa,,1932,,,-3.25,0.0,,0,0,0
Africa,,1933,,,-3.25,0.0,,0,0,0
Africa,,1934,,,-2.25,0.0,,0,0,0
Africa,,1935,,,-1.5,0.0,,0,0,0
Africa,,1936,,,-0.33333334,0.0,,0,0,0
Africa,,1937,,,-0.33333334,0.0,,0,0,0
Africa,,1938,,,-0.33333334,0.0,,0,0,0
Africa,,1939,,,-0.33333334,0.0,,0,0,0
Africa,,1940,,,-0.33333334,0.0,,0,0,0
Africa,,1941,,,-0.33333334,0.0,,0,0,0
Africa,,1942,,,-1.5,0.0,,0,0,0
Africa,,1943,,,-1.5,0.0,,0,0,0
Africa,,1944,,,-1.5,0.0,,0,0,0
